property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
0,15,3.0,4.0,2,0,2200.0,1.0,0.0,0.0,2,2,2.58
0,17,3.0,3.0,4,3,2460.0,1.0,0.0,0.0,0,2,3.0
1,19,3.0,6.0,2,2,115.0,0.0,0.0,0.0,1,2,1.25
0,63,3.0,2.0,3,4,1534.0,0.0,0.0,0.0,2,2,2.1
0,17,3.0,3.0,3,3,2014.0,0.0,0.0,0.0,2,2,2.45
0,72,3.0,3.0,1,3,1709.0,0.0,0.0,0.0,0,0,1.38
0,95,3.0,2.0,0,1,1423.0,0.0,0.0,0.0,1,2,1.71
0,70,3.0,4.0,3,1,1941.0,0.0,1.0,1.0,0,2,1.85
0,38,2.0,2.0,3,1,625.0,0.0,0.0,0.0,1,2,0.6
0,87,2.0,2.0,2,3,1176.0,0.0,0.0,1.0,2,0,0.81
0,54,3.0,3.0,4,4,2617.0,0.0,0.0,0.0,1,1,5.6
0,79,2.0,2.0,3,3,1300.0,0.0,1.0,0.0,0,0,1.5
0,38,3.0,3.0,3,3,1639.0,0.0,0.0,0.0,2,2,1.45
0,11,3.0,4.0,3,0,1771.32,0.0,0.0,1.0,2,2,1.65
0,53,1.0,1.0,0,0,513.0,0.0,0.0,1.0,1,1,0.45
0,18,2.0,2.0,1,0,737.0,0.0,0.0,0.0,1,1,0.35
1,44,4.0,4.0,2,4,2430.0,1.0,1.0,2.0,0,2,5.75
0,91,2.0,2.0,3,3,1485.0,0.0,0.0,0.0,1,2,1.12
0,36,2.0,2.0,2,3,856.0,0.0,0.0,0.0,1,2,0.75
0,95,1.0,1.0,1,1,430.0,0.0,0.0,0.0,2,2,0.25
1,41,3.0,2.0,1,0,783.0,0.0,0.0,0.0,1,1,0.67
0,23,1.0,1.0,2,0,723.0,0.0,0.0,0.0,2,2,0.56
0,75,3.0,4.0,4,3,1706.0,0.0,0.0,2.0,1,0,1.75
1,20,5.0,4.0,2,2,2250.0,0.0,0.0,1.0,2,1,4.15
0,69,3.0,4.0,3,3,2134.0,1.0,0.0,1.0,0,0,3.4
0,86,3.0,3.0,4,3,1617.0,1.0,0.0,2.0,1,0,2.3
1,28,2.0,9.0,3,3,1961.0,0.0,1.0,1.0,2,2,7.6
0,101,2.0,2.0,1,3,610.0,0.0,0.0,1.0,2,2,0.32
0,5,1.0,1.0,2,3,750.0,0.0,0.0,0.0,1,2,0.45
1,57,4.0,4.0,2,0,1449.0,1.0,0.0,1.0,1,1,2.99
0,12,3.0,4.0,4,3,1797.0,1.0,0.0,0.0,1,2,1.5
1,43,3.0,3.0,3,1,1400.0,1.0,0.0,1.0,1,2,2.65
1,32,7.0,2.0,0,0,1980.0,0.0,0.0,0.0,1,1,1.5
0,92,3.0,3.0,1,3,1719.0,0.0,0.0,0.0,1,0,1.5
0,48,4.0,4.0,4,0,3831.0,1.0,1.0,1.0,2,2,9.3
0,89,2.0,2.0,3,3,1630.0,0.0,0.0,0.0,1,2,1.19
0,10,3.0,2.0,2,3,850.0,0.0,0.0,0.0,1,2,0.5
0,7,3.0,2.0,2,4,1120.0,0.0,0.0,0.0,1,2,1.4
0,94,2.0,2.0,3,3,1611.0,0.0,0.0,0.0,2,2,1.0
0,103,3.0,3.0,4,3,1509.0,0.0,0.0,0.0,1,2,1.3
0,91,3.0,3.0,2,3,1402.0,0.0,0.0,0.0,2,0,0.9
1,8,2.0,2.0,0,0,100.0,0.0,0.0,0.0,1,1,0.5
0,89,3.0,3.0,2,3,1350.0,1.0,1.0,1.0,0,2,1.15
0,72,3.0,3.0,2,3,1428.0,0.0,0.0,1.0,1,0,1.36
0,5,2.0,2.0,3,3,1286.0,0.0,0.0,0.0,2,1,1.4
1,56,4.0,4.0,0,2,1500.0,0.0,0.0,0.0,1,1,2.8
1,51,5.0,7.0,4,0,3240.0,1.0,0.0,1.0,0,2,10.45
0,90,2.0,2.0,1,3,537.0,0.0,1.0,1.0,2,1,0.34
0,90,2.0,2.0,0,3,549.0,0.0,0.0,0.0,1,2,0.39
1,41,3.0,4.0,1,0,990.0,0.0,0.0,0.0,1,1,1.1
0,103,2.0,2.0,2,1,521.0,0.0,0.0,0.0,1,0,0.35
0,98,4.0,3.0,4,3,2107.0,1.0,1.0,0.0,2,2,1.75
0,49,3.0,3.0,3,0,1604.25,0.0,0.0,1.0,2,2,2.1
0,48,3.0,3.0,4,3,2395.0,0.0,0.0,1.0,0,2,3.65
0,103,2.0,2.0,4,1,1175.97,0.0,0.0,0.0,2,2,0.95
0,72,3.0,3.0,1,3,1419.0,0.0,0.0,1.0,2,0,1.29
1,80,2.0,2.0,2,1,745.0,0.0,0.0,0.0,1,0,0.75
0,88,3.0,3.0,4,3,1668.0,0.0,0.0,1.0,1,1,1.85
0,82,2.0,2.0,2,0,1224.0,0.0,0.0,0.0,1,2,0.7
0,101,2.0,2.0,1,3,610.0,0.0,0.0,1.0,2,2,0.32
0,2,3.0,3.0,2,0,2556.0,0.0,0.0,0.0,1,1,0.85
0,100,4.0,4.0,3,3,2105.0,0.0,0.0,0.0,1,0,1.25
0,73,2.0,2.0,1,3,1000.0,0.0,0.0,0.0,2,2,0.54
0,76,2.0,2.0,2,3,1084.0,0.0,0.0,0.0,1,2,0.79
1,28,5.0,5.0,4,0,9500.0,1.0,0.0,2.0,1,2,10.0
0,57,3.0,3.0,4,0,2251.0,1.0,0.0,1.0,2,2,1.71
0,14,3.0,3.0,3,3,1550.0,0.0,0.0,1.0,2,2,1.4
0,69,3.0,4.0,4,3,2490.0,1.0,0.0,1.0,2,0,3.65
0,10,3.0,2.0,2,3,750.0,0.0,0.0,0.0,2,2,0.6
0,72,3.0,3.0,2,3,1381.0,0.0,0.0,0.0,0,1,1.44
0,17,4.0,4.0,4,4,2060.0,0.0,0.0,0.0,2,0,2.37
0,7,1.0,2.0,2,1,334.0,0.0,0.0,0.0,2,2,0.2
0,35,2.0,2.0,4,4,1539.0,0.0,0.0,0.0,2,1,1.5
0,17,2.0,2.0,0,1,1310.0,0.0,0.0,0.0,2,2,1.83
1,41,3.0,3.0,2,2,2250.0,0.0,0.0,0.0,1,1,3.2
0,94,3.0,2.0,2,4,663.0,0.0,0.0,0.0,1,1,0.5
0,43,4.0,4.0,3,2,2900.0,0.0,0.0,0.0,1,1,3.4
0,5,4.0,4.0,4,3,4630.0,0.0,0.0,1.0,2,0,4.55
0,49,3.0,3.0,2,2,2444.0,0.0,0.0,1.0,2,1,1.72
0,63,3.0,3.0,2,4,1778.0,0.0,0.0,0.0,1,1,2.2
0,87,2.0,2.0,4,3,1026.0,0.0,0.0,0.0,2,1,0.63
0,37,3.0,3.0,4,3,1890.0,1.0,0.0,0.0,2,2,1.4
0,74,3.0,3.0,2,4,1457.0,0.0,0.0,0.0,1,1,1.13
1,7,3.0,5.0,4,0,920.0,0.0,0.0,0.0,2,1,1.95
0,74,3.0,5.0,0,3,1950.0,0.0,0.0,0.0,1,1,1.75
0,6,4.0,4.0,3,3,2602.0,1.0,1.0,0.0,1,0,2.45
1,87,3.0,3.0,4,1,2160.0,1.0,0.0,0.0,1,2,4.7
1,31,2.0,2.0,0,2,864.0,0.0,0.0,0.0,1,1,0.7
0,95,3.0,3.0,2,1,1179.0,0.0,0.0,0.0,1,1,1.3
1,12,4.0,4.0,4,1,5400.0,1.0,0.0,1.0,0,1,6.5
0,38,2.0,2.0,3,1,543.0,0.0,0.0,0.0,2,2,0.55
0,103,3.0,2.0,2,4,1014.0,0.0,0.0,0.0,2,1,0.9
0,10,2.0,2.0,3,3,1281.0,0.0,0.0,0.0,1,1,1.15
0,68,3.0,4.0,3,3,2150.0,1.0,0.0,0.0,2,2,3.5
0,97,4.0,4.0,4,3,2000.0,0.0,0.0,0.0,2,2,1.78
0,44,3.0,2.0,3,2,1674.0,0.0,0.0,0.0,1,2,2.5
1,39,6.0,6.0,4,0,1836.0,1.0,0.0,0.0,1,2,3.9
1,32,2.0,2.0,1,0,810.0,0.0,0.0,0.0,1,1,0.55
0,38,4.0,4.0,3,3,2091.0,0.0,0.0,1.0,2,0,1.67
0,97,2.0,2.0,3,3,1050.0,0.0,0.0,0.0,2,2,0.65
0,67,3.0,4.0,3,3,2803.0,1.0,0.0,0.0,1,2,5.5
0,97,4.0,4.0,4,3,2005.0,0.0,0.0,1.0,1,2,2.05
1,52,6.0,3.0,4,3,900.0,0.0,0.0,0.0,2,2,2.25
1,35,5.0,6.0,3,1,4125.0,1.0,0.0,0.0,2,2,11.0
0,5,2.0,2.0,3,3,1238.0,0.0,0.0,0.0,1,1,1.41
0,83,3.0,3.0,0,3,1815.0,0.0,0.0,0.0,1,0,1.65
0,89,2.0,2.0,3,3,1300.0,0.0,0.0,1.0,2,2,0.98
0,20,3.0,4.0,4,2,1956.0,0.0,0.0,0.0,1,2,2.2
0,92,3.0,3.0,1,3,1550.0,0.0,0.0,0.0,0,0,1.5
1,6,4.0,4.0,4,3,3222.0,1.0,1.0,1.0,2,1,4.35
0,72,3.0,3.0,1,3,1419.0,0.0,0.0,0.0,2,0,1.3
0,76,3.0,4.0,3,0,1631.0,1.0,0.0,0.0,1,2,1.1
0,88,3.0,3.0,4,3,1668.0,0.0,0.0,2.0,0,2,1.59
0,94,3.0,3.0,3,1,1652.0,0.0,0.0,0.0,2,0,1.65
0,86,3.0,3.0,4,3,1750.0,1.0,0.0,2.0,1,0,2.28
0,97,4.0,4.0,4,3,2139.0,1.0,0.0,0.0,2,2,1.6
0,97,3.0,3.0,4,3,1581.0,0.0,0.0,0.0,2,0,1.21
0,97,3.0,3.0,3,0,1437.0,1.0,0.0,0.0,2,0,1.25
0,23,2.0,2.0,3,0,1281.0,0.0,0.0,0.0,2,0,0.98
0,11,2.0,3.0,3,3,1161.0,0.0,0.0,0.0,2,2,0.93
0,63,3.0,3.0,2,1,1402.0,0.0,0.0,0.0,2,2,2.24
0,57,3.0,3.0,3,2,1810.0,1.0,0.0,1.0,2,2,1.55
0,83,2.0,2.0,4,3,1172.0,0.0,0.0,0.0,1,0,0.78
0,17,3.0,3.0,2,4,1429.0,0.0,0.0,0.0,2,2,1.93
0,7,4.0,4.0,4,3,3064.0,1.0,0.0,1.0,0,0,2.6
1,16,4.0,4.0,4,3,6350.0,1.0,0.0,1.0,2,1,7.46
0,25,4.0,6.0,4,1,2778.0,1.0,0.0,2.0,1,2,4.8
0,11,2.0,2.0,3,3,1167.0,1.0,0.0,0.0,0,2,0.97
0,5,2.0,2.0,2,3,828.0,0.0,0.0,0.0,2,0,0.97
0,99,3.0,4.0,2,4,1475.0,0.0,0.0,0.0,2,1,1.7
1,29,3.0,3.0,3,0,2430.0,0.0,0.0,0.0,1,1,6.75
0,97,3.0,3.0,4,0,2144.0,1.0,0.0,0.0,2,2,1.2
0,74,3.0,5.0,3,3,1527.0,1.0,0.0,0.0,0,2,1.65
1,19,2.0,7.0,3,0,1300.0,0.0,0.0,0.0,1,2,1.5
0,90,2.0,2.0,4,3,1222.0,0.0,0.0,0.0,2,2,0.69
0,91,2.0,2.0,3,3,1660.0,0.0,0.0,0.0,1,0,1.2
0,99,3.0,4.0,3,0,1778.0,0.0,0.0,0.0,2,1,0.75
0,49,3.0,3.0,3,0,2178.0,0.0,0.0,0.0,2,2,1.69
0,69,4.0,4.0,4,3,3160.0,1.0,0.0,1.0,1,1,4.5
1,35,5.0,5.0,4,1,4770.0,1.0,1.0,1.0,2,2,8.5
0,10,2.0,2.0,1,3,577.0,0.0,0.0,1.0,2,2,0.4
0,2,4.0,4.0,3,0,2233.0,0.0,0.0,0.0,1,2,0.9
0,53,5.0,7.0,4,0,5778.0,1.0,0.0,0.0,2,1,5.0
0,80,3.0,3.0,2,4,1513.0,0.0,0.0,0.0,2,1,1.9
0,90,3.0,3.0,3,3,1650.0,0.0,0.0,1.0,0,2,1.24
0,35,3.0,3.0,3,4,588.0,0.0,0.0,0.0,2,1,1.4
0,101,2.0,2.0,2,1,809.0,0.0,0.0,0.0,2,0,0.46
0,1,2.0,2.0,2,4,1130.0,0.0,0.0,1.0,2,2,1.38
0,5,3.0,4.0,4,0,1757.0,1.0,0.0,0.0,2,0,1.82
0,103,2.0,2.0,3,1,661.0,0.0,0.0,0.0,1,0,0.4
0,2,3.0,3.0,4,0,1900.0,1.0,0.0,0.0,2,2,0.86
0,74,3.0,3.0,2,3,2167.0,0.0,0.0,0.0,2,2,1.65
0,60,3.0,3.0,3,4,2550.0,0.0,0.0,0.0,1,2,3.78
0,5,3.0,3.0,3,3,1315.0,1.0,0.0,0.0,2,2,1.42
0,12,3.0,3.0,4,3,1466.0,0.0,1.0,0.0,2,2,1.4
0,101,2.0,2.0,0,1,758.0,0.0,0.0,0.0,1,1,0.27
0,92,2.0,2.0,1,1,557.0,1.0,0.0,0.0,2,1,0.42
0,102,2.0,2.0,1,3,611.0,0.0,0.0,0.0,2,2,0.26
0,101,3.0,2.0,2,1,761.0,0.0,0.0,0.0,1,2,0.4
0,57,4.0,4.0,3,3,2000.0,1.0,0.0,1.0,1,2,2.05
0,99,4.0,4.0,2,0,1584.0,0.0,1.0,2.0,2,1,0.87
0,92,3.0,4.0,3,3,1715.0,1.0,0.0,0.0,2,2,1.65
1,18,3.0,3.0,0,1,567.0,0.0,0.0,0.0,1,1,0.42
0,67,4.0,4.0,3,3,1975.0,1.0,0.0,1.0,2,2,2.75
0,96,3.0,3.0,2,2,1438.0,0.0,0.0,1.0,1,1,0.88
0,98,3.0,3.0,4,3,1700.0,0.0,0.0,0.0,2,2,1.4
0,67,3.0,3.0,3,0,3043.0,0.0,0.0,2.0,1,2,5.9
0,86,2.0,2.0,3,3,955.0,0.0,0.0,0.0,2,1,0.82
0,86,4.0,5.0,4,3,3070.0,1.0,0.0,1.0,0,2,3.3
0,99,3.0,3.0,1,1,711.0,0.0,0.0,2.0,2,0,0.5
0,72,4.0,5.0,4,3,2200.0,1.0,0.0,0.0,0,2,1.8
0,59,4.0,5.0,3,3,3182.0,1.0,0.0,1.0,1,0,4.85
0,81,3.0,3.0,3,1,1600.0,1.0,0.0,1.0,1,1,1.79
0,102,3.0,5.0,3,3,1790.0,1.0,0.0,0.0,1,2,1.13
0,86,3.0,4.0,4,3,1900.0,1.0,0.0,2.0,2,0,2.29
0,103,1.0,1.0,1,1,438.0,0.0,0.0,0.0,1,2,0.26
0,101,2.0,2.0,2,3,507.0,0.0,0.0,0.0,2,0,0.29
1,3,4.0,3.0,2,0,1284.0,0.0,0.0,0.0,1,2,1.85
0,23,2.0,2.0,3,2,1573.0,0.0,0.0,1.0,2,2,0.95
0,12,3.0,3.0,1,1,2519.0,1.0,0.0,0.0,1,2,1.5
0,14,4.0,4.0,3,1,3350.0,0.0,0.0,0.0,2,0,4.0
0,103,2.0,2.0,2,3,789.0,0.0,0.0,2.0,1,2,0.45
0,88,1.0,1.0,0,3,650.0,0.0,0.0,0.0,1,2,0.62
0,97,3.0,3.0,4,3,1747.0,1.0,0.0,0.0,2,2,1.15
0,89,3.0,3.0,2,3,1570.0,0.0,0.0,1.0,2,2,1.4
1,58,5.0,4.0,4,0,1548.0,0.0,1.0,1.0,2,1,3.15
0,76,3.0,3.0,3,0,1466.0,0.0,0.0,0.0,2,1,0.98
0,5,3.0,3.0,4,3,1465.0,0.0,0.0,0.0,1,1,1.75
0,67,3.0,3.0,3,3,3245.0,1.0,0.0,1.0,0,1,5.0
0,67,3.0,3.0,3,3,1650.0,1.0,0.0,0.0,1,2,2.55
0,35,3.0,3.0,3,4,2218.0,1.0,0.0,0.0,1,1,1.65
0,9,4.0,6.0,4,3,2131.0,1.0,0.0,0.0,2,2,2.1
0,96,3.0,3.0,2,0,1403.0,0.0,0.0,0.0,1,2,0.95
0,12,3.0,4.0,3,3,1860.0,1.0,0.0,0.0,0,0,2.2
0,48,3.0,3.0,1,3,1611.0,0.0,0.0,0.0,2,1,1.38
1,28,5.0,5.0,3,0,6400.0,1.0,0.0,1.0,2,1,15.0
0,8,3.0,2.0,1,0,833.0,0.0,0.0,0.0,1,1,0.42
0,63,3.0,3.0,2,1,1630.0,0.0,0.0,0.0,1,2,2.55
0,12,3.0,4.0,4,1,2339.0,1.0,0.0,0.0,2,2,2.3
0,67,4.0,3.0,2,3,3150.0,1.0,0.0,0.0,1,1,3.2
1,49,2.0,6.0,3,0,1467.0,0.0,0.0,0.0,1,2,3.75
0,17,4.0,4.0,4,4,2886.0,1.0,0.0,2.0,2,0,2.75
0,35,3.0,3.0,4,1,1619.0,0.0,0.0,0.0,1,2,2.0
0,88,3.0,3.0,3,0,1677.0,0.0,0.0,0.0,1,0,1.85
0,0,3.0,3.0,2,4,1267.0,0.0,0.0,0.0,1,2,1.3
0,97,3.0,3.0,2,3,1578.0,0.0,0.0,0.0,1,0,1.23
0,67,2.0,2.0,3,1,1433.0,0.0,0.0,0.0,1,2,2.65
1,96,2.0,3.0,0,2,900.0,0.0,0.0,0.0,1,2,1.65
0,44,3.0,3.0,4,0,2450.0,1.0,0.0,1.0,2,1,3.8
0,67,4.0,4.0,4,3,1975.0,1.0,0.0,1.0,0,1,2.85
0,65,4.0,4.0,0,1,3950.0,0.0,0.0,0.0,2,2,7.8
0,23,3.0,4.0,4,0,1738.0,1.0,0.0,0.0,2,2,1.5
1,80,4.0,4.0,0,1,3111.0,0.0,0.0,0.0,1,0,1.75
0,63,3.0,3.0,3,4,1721.0,0.0,0.0,0.0,1,1,2.17
0,5,3.0,3.0,3,3,1315.0,1.0,0.0,0.0,2,2,1.35
0,9,3.0,4.0,4,3,1345.0,1.0,0.0,0.0,0,2,1.05
0,20,4.0,4.0,0,2,3250.0,0.0,0.0,0.0,1,2,4.26
0,101,2.0,2.0,2,1,670.0,0.0,0.0,1.0,2,0,0.41
1,58,6.0,6.0,2,0,3450.0,1.0,1.0,2.0,0,2,3.65
0,12,3.0,2.0,2,3,1701.0,0.0,0.0,0.0,0,2,1.2
0,10,2.0,2.0,3,3,1281.0,0.0,0.0,1.0,0,2,0.98
1,57,8.0,8.0,4,3,3240.0,1.0,0.0,2.0,1,2,7.5
0,74,3.0,4.0,4,1,1923.0,1.0,0.0,0.0,2,0,1.65
1,48,3.0,6.0,2,0,2592.0,1.0,0.0,1.0,2,1,5.5
0,72,3.0,3.0,1,3,1392.0,0.0,0.0,0.0,0,0,1.38
1,72,1.0,1.0,0,1,763.0,0.0,0.0,0.0,1,1,0.8
0,95,2.0,2.0,2,1,998.0,0.0,0.0,0.0,2,2,0.9
0,53,3.0,3.0,3,0,2127.0,1.0,0.0,0.0,1,2,1.85
0,82,2.0,2.0,1,0,1239.0,0.0,0.0,0.0,1,2,0.75
0,102,3.0,3.0,0,1,1997.0,0.0,0.0,0.0,1,0,1.3
0,103,2.0,1.0,3,1,828.0,0.0,0.0,0.0,2,1,0.54
0,38,2.0,2.0,3,1,610.0,0.0,0.0,0.0,2,2,0.55
0,67,2.0,2.0,2,3,1433.0,0.0,0.0,0.0,1,0,2.0
0,102,3.0,5.0,3,1,1737.0,1.0,0.0,0.0,2,0,1.32
0,16,4.0,5.0,4,3,3655.35,1.0,0.0,1.0,0,2,5.49
0,95,2.0,2.0,3,1,1233.0,0.0,0.0,0.0,2,2,1.0
0,83,2.0,2.0,3,3,1700.0,0.0,0.0,0.0,1,2,1.0
0,95,2.0,2.0,2,1,998.0,0.0,0.0,0.0,1,1,0.9
1,58,2.0,8.0,4,3,1458.0,0.0,1.0,1.0,2,2,3.8
0,99,3.0,3.0,2,3,1574.0,0.0,0.0,0.0,1,2,0.65
0,38,3.0,3.0,3,4,1535.0,0.0,0.0,0.0,1,1,1.36
1,12,7.0,5.0,4,3,4500.0,1.0,0.0,0.0,1,2,11.3
0,38,3.0,3.0,4,4,1725.0,0.0,0.0,0.0,1,1,1.25
0,14,2.0,1.0,1,3,1000.0,0.0,0.0,0.0,1,1,0.28
0,5,2.0,2.0,3,3,1009.0,0.0,1.0,0.0,2,1,1.3
1,31,10.0,10.0,4,3,8056.0,0.0,0.0,0.0,1,1,13.0
0,54,3.0,4.0,4,3,2500.0,1.0,0.0,1.0,0,2,4.8
0,7,4.0,5.0,4,3,2991.0,1.0,1.0,0.0,2,1,1.35
0,54,3.0,4.0,3,4,2661.0,1.0,0.0,2.0,1,2,8.25
1,50,1.0,1.0,0,3,1000.0,0.0,0.0,0.0,1,1,0.85
0,99,3.0,3.0,3,0,1304.0,0.0,0.0,0.0,2,1,0.65
0,72,2.0,2.0,2,0,1100.0,0.0,0.0,0.0,1,2,0.75
1,73,1.0,1.0,1,2,758.0,0.0,0.0,0.0,1,1,0.69
1,42,9.0,9.0,4,0,2367.0,1.0,1.0,1.0,2,2,5.0
0,82,3.0,4.0,3,0,1668.0,1.0,0.0,0.0,2,2,0.88
0,68,3.0,4.0,2,3,1800.0,1.0,0.0,1.0,0,0,2.1
0,67,3.0,3.0,3,4,1828.0,0.0,0.0,0.0,2,0,3.0
0,97,4.0,4.0,4,0,2005.0,1.0,0.0,0.0,1,0,1.7
0,89,3.0,3.0,3,3,1549.0,1.0,0.0,1.0,2,2,1.8
0,63,2.0,2.0,2,1,1389.0,0.0,0.0,0.0,1,2,1.85
0,54,4.0,5.0,4,3,3000.0,1.0,0.0,1.0,0,2,6.5
1,29,4.0,4.0,4,2,4518.0,0.0,0.0,0.0,1,2,5.8
0,35,2.0,2.0,2,4,1533.0,0.0,0.0,0.0,2,0,1.1
1,50,6.0,1.0,0,1,3000.0,0.0,0.0,0.0,1,1,1.5
0,99,3.0,2.0,2,3,1325.0,0.0,0.0,0.0,2,2,0.7
0,5,3.0,3.0,4,3,1456.0,0.0,1.0,0.0,2,1,2.0
1,103,3.0,2.0,2,4,1120.0,0.0,0.0,0.0,1,1,0.85
1,18,9.0,9.0,4,2,9000.0,0.0,0.0,0.0,1,2,6.0
1,20,4.0,4.0,4,0,3150.0,0.0,0.0,0.0,1,1,6.5
0,99,4.0,4.0,3,3,2518.0,1.0,0.0,0.0,2,2,1.18
0,9,3.0,3.0,3,3,1650.0,1.0,0.0,1.0,0,0,1.15
0,96,4.0,3.0,2,0,2000.0,0.0,0.0,1.0,1,2,1.2
0,103,2.0,2.0,2,3,520.0,0.0,0.0,0.0,1,2,0.28
1,26,5.0,5.0,2,2,1450.0,0.0,0.0,1.0,1,2,2.7
0,79,3.0,3.0,3,1,2018.0,0.0,1.0,0.0,2,0,2.7
0,99,3.0,3.0,0,3,1572.0,0.0,0.0,0.0,1,2,0.7
1,61,6.0,4.0,0,0,240.0,0.0,0.0,0.0,1,2,1.0
1,54,5.0,5.0,2,3,2250.0,0.0,0.0,0.0,1,2,4.0
1,32,4.0,2.0,2,2,1170.0,0.0,0.0,0.0,1,1,0.75
0,103,2.0,2.0,2,3,500.0,0.0,0.0,1.0,1,2,0.28
1,31,4.0,4.0,0,3,3240.0,0.0,0.0,0.0,1,2,4.5
0,7,2.0,2.0,3,3,1611.0,0.0,0.0,0.0,2,0,0.85
1,77,5.0,5.0,4,3,3653.0,1.0,0.0,1.0,1,0,3.09
0,102,2.0,2.0,1,3,606.0,0.0,0.0,0.0,2,2,0.35
0,68,4.0,4.0,3,3,2700.0,1.0,0.0,1.0,0,2,3.0
0,47,2.0,2.0,2,3,1108.0,0.0,0.0,1.0,1,2,1.05
1,51,3.0,3.0,3,0,2259.0,1.0,0.0,0.0,1,1,7.1
1,39,3.0,9.0,4,3,1494.0,0.0,0.0,1.0,1,2,4.3
0,38,2.0,2.0,3,1,1100.0,0.0,0.0,0.0,1,2,0.71
0,12,3.0,3.0,3,3,2303.0,1.0,0.0,0.0,2,2,1.6
0,81,3.0,3.0,4,3,1900.0,1.0,0.0,0.0,2,0,1.75
0,44,3.0,3.0,2,1,195.0,0.0,0.0,0.0,1,1,2.5
0,7,3.0,3.0,4,1,2544.0,1.0,0.0,0.0,2,2,1.95
0,90,4.0,4.0,3,3,3222.0,1.0,0.0,0.0,1,2,2.2
1,45,5.0,4.0,2,0,3240.0,1.0,0.0,1.0,1,1,8.5
0,74,2.0,2.0,2,4,991.0,0.0,0.0,0.0,1,2,0.53
0,76,1.0,1.0,0,1,683.0,0.0,0.0,0.0,2,2,0.9
0,35,4.0,4.0,4,1,2000.0,1.0,0.0,0.0,1,2,2.3
